id,qid1,qid2,question1,question2,is_duplicate
591,1909,1910,What is life without dreams?,Is life a dream or reality?,0
592,1915,1916,What are health benefits of red lentils?,What are the benefits of eating avocado?,0
593,1917,1918,What are some math related working models for class 10th?,How can I make a working model on maths?,0
594,1921,1922,What kind of animal did this?,What kind of animal are you?,0
595,1923,1924,How does Anil Ambani benefit from Rafel fighter jet deal?,What is bought more online?,0
596,1925,1926,Is YouTube Red's offline feature as good as downloading the video itself?,Is it possible to still have a decent credit rating after chapter 7?,0
597,1935,1936,"Considering your position as Secretary of State gave you insight into the US's drone program, what will you do to reform the targeting process?",What was your biggest challenge as Secretary of State?,0
598,1937,1938,What exactly is MIKE2.0 (in layman's terms)?,"What exactly is a framework, in layman's terms?",0
599,1939,1940,Why don't buffalo and the like evolve to band together against lions and cheetahs instead of run away?,Does okha express provide food?,0
600,1943,1944,How can I change my snapdeal account's mobile number?,How do I change the registered mobile number for the DBS bank account?,0
601,1945,1946,What are some tips on making it through the job interview process at S & T Bank?,What are some tips on making it through the job interview process at AT&T?,0
602,1947,1948,"What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Cuba's?","What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Bolivia's?",0
603,1949,1950,How did Lucifer and Gabrielle relate to each other?,"How do the roles of the CIA, the NSC, and other related organizations differ from each other, and relate to each other, now and in the past?",0
604,1951,1952,What are some good movies to watch?,What are the best movies to watch?,0
605,1953,1954,How do I install Cydia without jailbreak on iOS 9.3.5.?,Can you download Cydia on your device without jailbreaking it?,0
606,1957,1958,Why is 'fahrenheit 451'  perceived as dystopia?,Fahrenheit 451 (1953 book): What is Guy Montag's namesake?,0
607,1959,1960,What is your review of Love in Thoughts (2004 movie)?,What is your review of Love on the Rocks (2004 movie)?,0
608,1963,1964,Why am I only awkward with some people but not others?,Why do we get sea breezes in summer but rarely in winter?,0
609,1967,1968,How is the compensation system in Uber?,Customer Service: What is Uber's phone number?,0
610,1969,1970,Is it feasible for Flipkart to offer an EMI on debit cards? What are the different factors involved?,Is there any way to purchase a phone on EMI via Flipkart with only a debit card? How?,0
611,1971,1972,How do I define tasks vs milestones vs deliverables in an agile scrum methodology?,What is Agile and Scrum model?,0
612,1975,1976,Where can I buy meldonium in Canada?,Where can I buy meldonium in the U.S.?,0
613,1979,1980,"I accidentally took my blood pressure medicine twice, will I be ok?",Is 100/76 ok blood pressure?,0
614,1981,1982,Do you have any paranormal experience?,What are your best paranormal experiences?,0
615,1983,1984,Which 2G Band (900/1800Mhz) was sold during 2G spectrum scam?,"What exactly is the ""Vyapam"" scam? Why have so many died because of it?",0
616,1985,1986,I am a straight A student but have no motivation or will whatsoever to go to school. Can someone help me fight this?,"My fiancÌ©e died recently and it pains my heart, how do I learn to cope with this?",0
617,1987,1988,Which is the best shares to purchase and sale daily trading?,"In Sydney, which company would be the best to get advice for Business Sales & Purchases?",0
618,1989,1990,I and my girlfriends private partstouched each other.can she become pregenant?,Why most of the cosmetic products don't have price tags?,0
619,1993,1994,What is a good song for lyric prank?,Diving the Blue Hole in Dahab?,0
620,1995,1996,How can I convert raw files to JPEG in photos in a MacBook?,How do you convert raw files to JPEG?,0
621,2001,2002,Where can I find my mentor?,Where can I find a willing mentor?,0
622,2011,2012,"Is there some way to identify genuine JBL speakers, as fake JBL speakers are also sold in market?","I am planning to buy a portable Bluetooth speaker under 10k INR. I am confused between the JBL Flip 2, JBL Charge and JBL Pulse. Any reviews?",0
623,2013,2014,"I took some moocs before college and now I feel like college is horrid, what do I do?",Is Toshiba Satellite C50-A547 good for runing games?,0
624,2017,2018,What are the differences between Hindustani classical music and Carnatic music?,What is the difference between thaats and ragas in Hindustani classical music?,0
625,2019,2020,How can we solve the issue of kashmir?,Why nothing is done to solve Kashmir issue?,0
626,2027,2028,"Why did Polyvore remove Pasha Sadri as CEO and replace him with head of product, Jess Lee?","I own a multinational company worth $450 million dollars, and I want to prepare my son to be the future CEO. What should I advise him?",0
627,2029,2030,Which is the best book to understand special relativity?,What is the best book for self-learning Special and General Theory of Relativity. What are some beginner and advanced level books on these topics?,0
628,2033,2034,What are Plan A and Plan B in Interstellar?,"When Voldemort is resurrected in Book 4, he was saying to the Death Eaters that his most loyal servant is doing his job at Hogwarts. To whom was he referring: Severus Snape or Barty Crouch Jr., as Mad-Eye?",0
629,2037,2038,What is the gross salary if IDA mentioned is 16400?,"What does an IDA pay scale basic pay of 9,760 rupees open ended +3% increment mean? What will be the gross salary from that basic pay?",0
630,2039,2040,Which book should I prefer for maths class12 preparation ..NCERT or Elements? (with just a month left for boards)?,Can Biological Complexity be Computed to a particular mathematical value and is it irreducible?,0
631,2045,2046,What goes through a guy's mind when he touches his girlfriend's ass?,Why does a man raise his hand at his wife/girlfriend? What goes through his mind?,0
632,2047,2048,"From my symptoms, how do I decide if I have a urinary tract infection?",What causes the burning sensation in a urinary tract infection?,0
633,2049,1919,What food should I eat to gain weight?,How could I gain weight in a healthy way?,0
634,2050,2051,"Does Stripe or Square-Up act as an ""agent"" to process money transfer or do they also come under the payment processor license in USA?",Is a license needed to operate as a payment processor like Square?,0
635,2052,2053,How can I tell if someone has unfollowed me on Facebook?,"If someone unfollows me, does that affect chat order on Facebook?",0
636,2056,2057,Which Indian politician do you admire the most? Why?,Which indian politician do you hate the most?,0
637,2058,2059,What is the probability of an event certain to occur?,Is it true that the probability of an event occurring ALWAYS is zero?,0
638,2062,2063,"How did Man Bai, Jahangir's wife die?",How did T.I.'s daughter die? When did it happen?,0
639,2064,2065,"I need a Biology IA (Individual Investigation) topic, Im desperate so can I have a topic and not tips?",What are some interesting biology high school research topics?,0
